AUC_Mean,AUC_Std,Accuracy_Mean,Accuracy_Std,MCC_Mean,MCC_Std,F1_Mean,F1_Std,PR_AUC_Mean,PR_AUC_Std,Specificity_Mean,Specificity_Std,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std
0.5202019255664115,0.00030625580619116007,0.5030511536175253,0.00040053593480117195,0.0019159988747456294,0.0003414651575762427,0.6667141440190075,0.0003552587630185895,0.5181331372516901,0.00031193185442384623,0.012062196885091855,8.458286938899523e-05,0.5030178171082185,0.00041526192766610327,0.9883524611332055,0.00010591262331241957
