AUC,Accuracy,MCC,F1,PR_AUC,Specificity,Precision,Recall
0.5197845122077296,0.5034085515614272,0.002173552578146132,0.6670065605703296,0.5181243294799385,0.012192814180176101,0.5033695770796004,0.9882796547625806
0.5202550980435899,0.5032288388253239,0.0014802989764556862,0.6668739065059919,0.5184756075870146,0.012064059711901944,0.5032243622627431,0.9882570158423132
0.5206310656545773,0.5024482404279927,0.0019158105238077374,0.6661682774655115,0.5177959939287009,0.012076838468119147,0.502400234287489,0.9883381068321887
0.5202464242645052,0.5028436084474202,0.002316874234862127,0.6665471599327712,0.5178536564180116,0.011972574817011026,0.5027826839471589,0.9885261681471906
0.5200925276616564,0.503326528825462,0.0016934580604564646,0.666974815620433,0.5184160988447851,0.012004697248251053,0.5033122279641012,0.9883613600817543
